date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:43:43	11492/11492	---M-Z	200	added ('OK')	application/javascript	etag:%222586f7e9d0f0d21:0%22	../static/RDJ/assets/jquery/jquery.matchHeight.js	D:/RDJ_Prototype/RDJ/www.rdjstartups.ie/assets/jquery/jquery.matchHeight.js	(from ../static/RDJ/)
14:43:43	21584/21584	---M-Z	200	added ('OK')	application/javascript	etag:%2205e5addcee7cf1:0%22	../static/RDJ/assets/jqueryvalidation/jquery.validate.min.js	D:/RDJ_Prototype/RDJ/www.rdjstartups.ie/assets/jqueryvalidation/jquery.validate.min.js	(from ../static/RDJ/)
14:43:45	83722/83722	---MCZ	200	added ('OK')	text/html	date:Fri,%2029%20Sep%202017%2013:43:42%20GMT	../static/RDJ/cookie-policy	D:/RDJ_Prototype/RDJ/www.rdjstartups.ie/cookie-policy.html	(from ../static/RDJ/)
14:43:45	85754/85754	---MCZ	200	added ('OK')	text/html	date:Fri,%2029%20Sep%202017%2013:43:43%20GMT	../static/RDJ/our-approach	D:/RDJ_Prototype/RDJ/www.rdjstartups.ie/our-approach.html	(from ../static/RDJ/)
14:43:46	78480/78480	---MCZ	200	added ('OK')	text/html	date:Fri,%2029%20Sep%202017%2013:43:43%20GMT	../static/RDJ/startup-guide	D:/RDJ_Prototype/RDJ/www.rdjstartups.ie/startup-guide.html	(from ../static/RDJ/)
14:43:48	100011/100011	---MCZ	200	added ('OK')	text/html	date:Fri,%2029%20Sep%202017%2013:43:45%20GMT	../static/RDJ/meet-the-team	D:/RDJ_Prototype/RDJ/www.rdjstartups.ie/meet-the-team.html	(from ../static/RDJ/)
14:43:48	76874/76874	---MCZ	200	added ('OK')	text/html	date:Fri,%2029%20Sep%202017%2013:43:45%20GMT	../static/RDJ/blog	D:/RDJ_Prototype/RDJ/www.rdjstartups.ie/blog.html	(from ../static/RDJ/)
14:43:49	101295/101295	---MCZ	200	added ('OK')	text/html	date:Fri,%2029%20Sep%202017%2013:43:46%20GMT	../static/RDJ/faqs	D:/RDJ_Prototype/RDJ/www.rdjstartups.ie/faqs.html	(from ../static/RDJ/)
14:43:51	78917/78917	---MCZ	200	added ('OK')	text/html	date:Fri,%2029%20Sep%202017%2013:43:48%20GMT	../static/RDJ/startup-academy	D:/RDJ_Prototype/RDJ/www.rdjstartups.ie/startup-academy.html	(from ../static/RDJ/)
14:43:52	82402/82402	---MCZ	200	added ('OK')	text/html	date:Fri,%2029%20Sep%202017%2013:43:48%20GMT	../static/RDJ/legal-templates	D:/RDJ_Prototype/RDJ/www.rdjstartups.ie/legal-templates.html	(from ../static/RDJ/)
14:43:52	82146/82146	---MCZ	200	added ('OK')	text/html	date:Fri,%2029%20Sep%202017%2013:43:49%20GMT	../static/RDJ/get-in-touch	D:/RDJ_Prototype/RDJ/www.rdjstartups.ie/get-in-touch	(from ../static/RDJ/)
14:44:00	97163/97163	---MC-	200	added ('OK')	text/javascript	date:Tue,%2020%20Dec%202016%2018:17:03%20GMT	https://ajax.googleapis.com/ajax/libs/jquery/1.12.4/jquery.min.js	D:/RDJ_Prototype/RDJ/ajax.googleapis.com/ajax/libs/jquery/1.12.4/jquery.min.js	(from ../static/RDJ/)
14:44:06	36179/36179	---M--	200	added ('OK')	image/jpeg	etag:%225f26fb461336d31:0%22	../static/RDJ/videos/thumbs/mobile.jpg	D:/RDJ_Prototype/RDJ/www.rdjstartups.ie/videos/thumbs/mobile.jpg	(from ../static/RDJ/)
14:44:07	2976/2976	---M--	200	added ('OK')	image/png	etag:%22926921bf06d31:0%22	../static/RDJ/images/layout/services/fig_1.png	D:/RDJ_Prototype/RDJ/www.rdjstartups.ie/images/layout/services/fig_1.png	(from ../static/RDJ/)
14:44:14	45462/45462	---M--	200	added ('OK')	image/jpeg	etag:%22977713142c3d21:0%22	../static/RDJ/contentFiles/servicesBanners/img_01.jpg	D:/RDJ_Prototype/RDJ/www.rdjstartups.ie/contentFiles/servicesBanners/img_01.jpg	(from ../static/RDJ/)
14:44:16	80257/80257	---MCZ	200	added ('OK')	text/html	date:Fri,%2029%20Sep%202017%2013:44:14%20GMT	../static/RDJ/getting-started	D:/RDJ_Prototype/RDJ/www.rdjstartups.ie/getting-started.html	(from ../static/RDJ/)
14:44:17	2126/2126	---M--	200	added ('OK')	image/png	etag:%229a409e3542c3d21:0%22	../static/RDJ/images/layout/services/fig_2.png	D:/RDJ_Prototype/RDJ/www.rdjstartups.ie/images/layout/services/fig_2.png	(from ../static/RDJ/)
14:44:24	44001/44001	---M--	200	added ('OK')	image/jpeg	etag:%22977713142c3d21:0%22	../static/RDJ/contentFiles/servicesBanners/img_02.jpg	D:/RDJ_Prototype/RDJ/www.rdjstartups.ie/contentFiles/servicesBanners/img_02.jpg	(from ../static/RDJ/)
14:44:27	85983/85983	---MCZ	200	added ('OK')	text/html	date:Fri,%2029%20Sep%202017%2013:44:24%20GMT	../static/RDJ/choosing-the-right-business-vehicle	D:/RDJ_Prototype/RDJ/www.rdjstartups.ie/choosing-the-right-business-vehicle.html	(from ../static/RDJ/)
14:44:27	1960/1960	---M--	200	added ('OK')	image/png	etag:%22fba1a03542c3d21:0%22	../static/RDJ/images/layout/services/fig_3.png	D:/RDJ_Prototype/RDJ/www.rdjstartups.ie/images/layout/services/fig_3.png	(from ../static/RDJ/)
14:44:30	228254/228254	---M--	200	added ('OK')	image/jpeg	etag:%224b8b21394026d31:0%22	../static/RDJ/videos/thumbs/170622-RDJ-0057.jpg	D:/RDJ_Prototype/RDJ/www.rdjstartups.ie/videos/thumbs/170622-RDJ-0057.jpg	(from ../static/RDJ/)
14:44:32	85382/85382	---MCZ	200	added ('OK')	text/html	date:Fri,%2029%20Sep%202017%2013:44:30%20GMT	../static/RDJ/financing-your-startup	D:/RDJ_Prototype/RDJ/www.rdjstartups.ie/financing-your-startup.html	(from ../static/RDJ/)
14:44:33	2353/2353	---M--	200	added ('OK')	image/png	etag:%229a409e3542c3d21:0%22	../static/RDJ/images/layout/services/fig_6.png	D:/RDJ_Prototype/RDJ/www.rdjstartups.ie/images/layout/services/fig_6.png	(from ../static/RDJ/)
14:44:34	37948/37948	---M--	200	added ('OK')	image/jpeg	etag:%22977713142c3d21:0%22	../static/RDJ/contentFiles/servicesBanners/img_03.jpg	D:/RDJ_Prototype/RDJ/www.rdjstartups.ie/contentFiles/servicesBanners/img_03.jpg	(from ../static/RDJ/)
14:44:36	89388/89388	---MCZ	200	added ('OK')	text/html	date:Fri,%2029%20Sep%202017%2013:44:33%20GMT	../static/RDJ/tax	D:/RDJ_Prototype/RDJ/www.rdjstartups.ie/tax.html	(from ../static/RDJ/)
14:44:37	2184/2184	---M--	200	added ('OK')	image/png	etag:%229a409e3542c3d21:0%22	../static/RDJ/images/layout/services/fig_5.png	D:/RDJ_Prototype/RDJ/www.rdjstartups.ie/images/layout/services/fig_5.png	(from ../static/RDJ/)
14:44:40	42568/42568	---M--	200	added ('OK')	image/jpeg	etag:%22977713142c3d21:0%22	../static/RDJ/contentFiles/servicesBanners/img_06.jpg	D:/RDJ_Prototype/RDJ/www.rdjstartups.ie/contentFiles/servicesBanners/img_06.jpg	(from ../static/RDJ/)
14:44:43	84895/84895	---MCZ	200	added ('OK')	text/html	date:Fri,%2029%20Sep%202017%2013:44:39%20GMT	../static/RDJ/intellectual-property	D:/RDJ_Prototype/RDJ/www.rdjstartups.ie/intellectual-property.html	(from ../static/RDJ/)
14:44:43	2288/2288	---M--	200	added ('OK')	image/png	etag:%229a409e3542c3d21:0%22	../static/RDJ/images/layout/services/fig_4.png	D:/RDJ_Prototype/RDJ/www.rdjstartups.ie/images/layout/services/fig_4.png	(from ../static/RDJ/)
14:44:45	50118/50118	---M--	200	added ('OK')	image/jpeg	etag:%22fd4c1fc4d6ad31:0%22	../static/RDJ/contentFiles/servicesBanners/iStock-686935828.jpg	D:/RDJ_Prototype/RDJ/www.rdjstartups.ie/contentFiles/servicesBanners/iStock-686935828.jpg	(from ../static/RDJ/)
14:44:48	90641/90641	---MCZ	200	added ('OK')	text/html	date:Fri,%2029%20Sep%202017%2013:44:46%20GMT	../static/RDJ/key-contracts	D:/RDJ_Prototype/RDJ/www.rdjstartups.ie/key-contracts.html	(from ../static/RDJ/)
14:44:48	30595/30595	---M--	200	added ('OK')	image/jpeg	etag:%2230b46c3142c3d21:0%22	../static/RDJ/contentFiles/servicesBanners/img_04.jpg	D:/RDJ_Prototype/RDJ/www.rdjstartups.ie/contentFiles/servicesBanners/img_04.jpg	(from ../static/RDJ/)
14:44:49	3253/3253	---M--	200	added ('OK')	image/png	etag:%22cd9fef3142c3d21:0%22	../static/RDJ/images/layout/logo-startups.png	D:/RDJ_Prototype/RDJ/www.rdjstartups.ie/images/layout/logo-startups.png	(from ../static/RDJ/)
14:45:00	70505/70505	---M--	200	added ('OK')	image/jpeg	etag:%22d197171636d31:0%22	../static/RDJ/contentFiles/components/GDBlog/26/thumbnails/DataTransfer.jpg	D:/RDJ_Prototype/RDJ/www.rdjstartups.ie/contentFiles/components/GDBlog/26/thumbnails/DataTransfer.jpg	(from ../static/RDJ/)
14:45:04	97583/97583	---M--	200	added ('OK')	image/jpeg	etag:%226d1d211636d31:0%22	../static/RDJ/contentFiles/components/GDBlog/26/thumbnails/Code-Magnifyingglass.jpg	D:/RDJ_Prototype/RDJ/www.rdjstartups.ie/contentFiles/components/GDBlog/26/thumbnails/Code-Magnifyingglass.jpg	(from ../static/RDJ/)
14:45:06	67677/67677	---MCZ	200	added ('OK')	text/html	date:Fri,%2029%20Sep%202017%2013:45:04%20GMT	../static/RDJ/blog/post/dedicated-cybercrime-legislation-in-ireland--worth-the-wait-/	D:/RDJ_Prototype/RDJ/www.rdjstartups.ie/blog/post/dedicated-cybercrime-legislation-in-ireland--worth-the-wait-/index.html	(from ../static/RDJ/)
14:45:06	30534/30534	---M--	200	added ('OK')	image/jpeg	etag:%226012e1636d31:0%22	../static/RDJ/contentFiles/components/GDBlog/26/thumbnails/SearchEngine1.jpg	D:/RDJ_Prototype/RDJ/www.rdjstartups.ie/contentFiles/components/GDBlog/26/thumbnails/SearchEngine1.jpg	(from ../static/RDJ/)
14:45:07	68170/68170	---MCZ	200	added ('OK')	text/html	date:Fri,%2029%20Sep%202017%2013:45:06%20GMT	../static/RDJ/blog/post/international-data-transfers-update/	D:/RDJ_Prototype/RDJ/www.rdjstartups.ie/blog/post/international-data-transfers-update/index.html	(from ../static/RDJ/)
14:45:12	39060/39060	---M--	200	added ('OK')	image/jpeg	etag:%22784f91636d31:0%22	../static/RDJ/contentFiles/components/GDBlog/26/thumbnails/1488474776345Cyber.jpg	D:/RDJ_Prototype/RDJ/www.rdjstartups.ie/contentFiles/components/GDBlog/26/thumbnails/1488474776345Cyber.jpg	(from ../static/RDJ/)
14:45:14	70378/70378	---MCZ	200	added ('OK')	text/html	date:Fri,%2029%20Sep%202017%2013:45:12%20GMT	../static/RDJ/blog/post/google-fined--2-42-billion-by-european-commission-for-breach-of-antitrust-rules/	D:/RDJ_Prototype/RDJ/www.rdjstartups.ie/blog/post/google-fined--2-42-billion-by-european-commission-for-breach-of-antitrust-rules/index.html	(from ../static/RDJ/)
14:45:16	53379/53379	---M--	200	added ('OK')	image/jpeg	etag:%22f1c9ff1536d31:0%22	../static/RDJ/contentFiles/components/GDBlog/26/thumbnails/Countdown.jpg	D:/RDJ_Prototype/RDJ/www.rdjstartups.ie/contentFiles/components/GDBlog/26/thumbnails/Countdown.jpg	(from ../static/RDJ/)
14:45:18	71891/71891	---MCZ	200	added ('OK')	text/html	date:Fri,%2029%20Sep%202017%2013:45:16%20GMT	../static/RDJ/blog/post/data-protection-officers--guidance-issued-on-key-gdpr-requirement/	D:/RDJ_Prototype/RDJ/www.rdjstartups.ie/blog/post/data-protection-officers--guidance-issued-on-key-gdpr-requirement/index.html	(from ../static/RDJ/)
14:45:20	33242/33242	---M--	200	added ('OK')	image/jpeg	etag:%22e7a5f81536d31:0%22	../static/RDJ/contentFiles/components/GDBlog/26/thumbnails/AnnualReport1.jpg	D:/RDJ_Prototype/RDJ/www.rdjstartups.ie/contentFiles/components/GDBlog/26/thumbnails/AnnualReport1.jpg	(from ../static/RDJ/)
14:45:21	66830/66830	---MCZ	200	added ('OK')	text/html	date:Fri,%2029%20Sep%202017%2013:45:19%20GMT	../static/RDJ/blog/post/this-time-next-year--only-one-year-to-go-to-gdpr-/	D:/RDJ_Prototype/RDJ/www.rdjstartups.ie/blog/post/this-time-next-year--only-one-year-to-go-to-gdpr-/index.html	(from ../static/RDJ/)
14:45:24	38549/38549	---M--	200	added ('OK')	image/jpeg	etag:%2294e1f31536d31:0%22	../static/RDJ/contentFiles/components/GDBlog/26/thumbnails/Documentpadlock.jpg	D:/RDJ_Prototype/RDJ/www.rdjstartups.ie/contentFiles/components/GDBlog/26/thumbnails/Documentpadlock.jpg	(from ../static/RDJ/)
14:45:26	73658/73658	---MCZ	200	added ('OK')	text/html	date:Fri,%2029%20Sep%202017%2013:45:24%20GMT	../static/RDJ/blog/post/important-notes-for-tech-companies-in-data-protection-commissioner-annual-report-for-2016/	D:/RDJ_Prototype/RDJ/www.rdjstartups.ie/blog/post/important-notes-for-tech-companies-in-data-protection-commissioner-annual-report-for-2016/index.html	(from ../static/RDJ/)
14:45:29	42272/42272	---M--	200	added ('OK')	image/jpeg	etag:%22e2beec1536d31:0%22	../static/RDJ/contentFiles/components/GDBlog/26/thumbnails/CharityRegulation.jpg	D:/RDJ_Prototype/RDJ/www.rdjstartups.ie/contentFiles/components/GDBlog/26/thumbnails/CharityRegulation.jpg	(from ../static/RDJ/)
14:45:30	20151/20151	---M--	200	added ('OK')	image/jpeg	etag:%22b99ae51536d31:0%22	../static/RDJ/contentFiles/components/GDBlog/26/thumbnails/1492512811799_Drone.jpg	D:/RDJ_Prototype/RDJ/www.rdjstartups.ie/contentFiles/components/GDBlog/26/thumbnails/1492512811799_Drone.jpg	(from ../static/RDJ/)
14:45:30	67650/67650	---MCZ	200	added ('OK')	text/html	date:Fri,%2029%20Sep%202017%2013:45:28%20GMT	../static/RDJ/blog/post/completing-the-gdpr-picture-in-ireland/	D:/RDJ_Prototype/RDJ/www.rdjstartups.ie/blog/post/completing-the-gdpr-picture-in-ireland/index.html	(from ../static/RDJ/)
14:45:32	69684/69684	---MCZ	200	added ('OK')	text/html	date:Fri,%2029%20Sep%202017%2013:45:31%20GMT	../static/RDJ/blog/post/knowledge-development-box-update/	D:/RDJ_Prototype/RDJ/www.rdjstartups.ie/blog/post/knowledge-development-box-update/index.html	(from ../static/RDJ/)
14:45:33	17833/17833	---M--	200	added ('OK')	image/png	etag:%22db6d73242c3d21:0%22	../static/RDJ/images/layout/footer_bg.png	D:/RDJ_Prototype/RDJ/www.rdjstartups.ie/images/layout/footer_bg.png	(from ../static/RDJ/)
14:45:34	84983/84983	---MCZ	200	added ('OK')	text/html	date:Fri,%2029%20Sep%202017%2013:45:32%20GMT	../static/RDJ/sitemap	D:/RDJ_Prototype/RDJ/www.rdjstartups.ie/sitemap.html	(from ../static/RDJ/)
14:45:36	70478/70478	---MCZ	200	added ('OK')	text/html	date:Fri,%2029%20Sep%202017%2013:45:34%20GMT	../static/RDJ/blog/post/drones--no-longer-flying-under-the-radar/	D:/RDJ_Prototype/RDJ/www.rdjstartups.ie/blog/post/drones--no-longer-flying-under-the-radar/index.html	(from ../static/RDJ/)
14:45:37	82503/82503	---MCZ	200	added ('OK')	text/html	date:Fri,%2029%20Sep%202017%2013:45:34%20GMT	../static/RDJ/privacy	D:/RDJ_Prototype/RDJ/www.rdjstartups.ie/privacy.html	(from ../static/RDJ/)
14:45:39	84781/84781	---MCZ	200	added ('OK')	text/html	date:Fri,%2029%20Sep%202017%2013:45:36%20GMT	../static/RDJ/terms-of-use	D:/RDJ_Prototype/RDJ/www.rdjstartups.ie/terms-of-use.html	(from ../static/RDJ/)
14:45:40	11356/11356	---M-Z	200	added ('OK')	application/javascript	etag:%2257d5615a1336d31:0%22	../static/RDJ/js/main.js?v=1.2	D:/RDJ_Prototype/RDJ/www.rdjstartups.ie/js/main7839.js	(from ../static/RDJ/)
14:45:47	118711/118711	---M-Z	200	added ('OK')	text/javascript	etag:W/%221cfb7-uwYlAIxsMz8QhGSQ4EUNvA%22	http://platform-api.sharethis.com/js/sharethis.js	D:/RDJ_Prototype/RDJ/platform-api.sharethis.com/js/sharethis.js	(from ../static/RDJ/)
14:45:47	163273/163273	---M-Z	200	added ('OK')	application/javascript	etag:%229d89c9817ed4d21:0%22	../static/RDJ/js/vendor.min.js	D:/RDJ_Prototype/RDJ/www.rdjstartups.ie/js/vendor.min.js	(from ../static/RDJ/)
14:45:51	18028/18028	---M--	200	added ('OK')	application/font-woff2	etag:%225dc7c43142c3d21:0%22	../static/RDJ/fonts/bootstrap/glyphicons-halflings-regular.woff2	D:/RDJ_Prototype/RDJ/www.rdjstartups.ie/fonts/bootstrap/glyphicons-halflings-regular.woff2	(from ../static/RDJ/css/application.css?v=1.2)
14:45:51	20127/20127	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22114dce3142c3d21:0%22	../static/RDJ/fonts/bootstrap/glyphicons-halflings-regular.eot	D:/RDJ_Prototype/RDJ/www.rdjstartups.ie/fonts/bootstrap/glyphicons-halflings-regular.eot	(from ../static/RDJ/css/application.css?v=1.2)
14:45:54	20127/20127	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22114dce3142c3d21:0%22	../static/RDJ/fonts/bootstrap/glyphicons-halflings-regular.eot?	D:/RDJ_Prototype/RDJ/www.rdjstartups.ie/fonts/bootstrap/glyphicons-halflings-regulard41d.eot	(from ../static/RDJ/css/application.css?v=1.2)
14:45:55	23424/23424	---M--	200	added ('OK')	font/x-woff	etag:%225dc7c43142c3d21:0%22	../static/RDJ/fonts/bootstrap/glyphicons-halflings-regular.woff	D:/RDJ_Prototype/RDJ/www.rdjstartups.ie/fonts/bootstrap/glyphicons-halflings-regular.woff	(from ../static/RDJ/css/application.css?v=1.2)
14:45:56	109025/109025	---M--	200	added ('OK')	image/svg+xml	etag:%228e62f43142c3d21:0%22	../static/RDJ/fonts/bootstrap/glyphicons-halflings-regular.svg	D:/RDJ_Prototype/RDJ/www.rdjstartups.ie/fonts/bootstrap/glyphicons-halflings-regular.svg	(from ../static/RDJ/css/application.css?v=1.2)
14:46:03	45404/45404	---M--	200	added ('OK')	application/octet-stream	etag:%222471d53142c3d21:0%22	../static/RDJ/fonts/bootstrap/glyphicons-halflings-regular.ttf	D:/RDJ_Prototype/RDJ/www.rdjstartups.ie/fonts/bootstrap/glyphicons-halflings-regular.ttf	(from ../static/RDJ/css/application.css?v=1.2)
14:46:24	165742/165742	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%224e56d92e42c3d21:0%22	../static/RDJ/fonts/fontawesome-webfont.eot?v=4.7.0	D:/RDJ_Prototype/RDJ/www.rdjstartups.ie/fonts/fontawesome-webfont3e6e.eot	(from ../static/RDJ/css/application.css?v=1.2)
14:46:30	165742/165742	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%224e56d92e42c3d21:0%22	../static/RDJ/fonts/fontawesome-webfont.eot?	D:/RDJ_Prototype/RDJ/www.rdjstartups.ie/fonts/fontawesome-webfontd41d.eot	(from ../static/RDJ/css/application.css?v=1.2)
14:46:36	77160/77160	---M--	200	added ('OK')	application/font-woff2	etag:%22c7b8db2e42c3d21:0%22	../static/RDJ/fonts/fontawesome-webfont.woff2?v=4.7.0	D:/RDJ_Prototype/RDJ/www.rdjstartups.ie/fonts/fontawesome-webfont3e6e.woff2	(from ../static/RDJ/css/application.css?v=1.2)
14:46:46	98024/98024	---M--	200	added ('OK')	font/x-woff	etag:%223833d22e42c3d21:0%22	../static/RDJ/fonts/fontawesome-webfont.woff?v=4.7.0	D:/RDJ_Prototype/RDJ/www.rdjstartups.ie/fonts/fontawesome-webfont3e6e.woff	(from ../static/RDJ/css/application.css?v=1.2)
14:46:51	447050/447050	---M--	200	added ('OK')	image/svg+xml	etag:%22eafd2e42c3d21:0%22	../static/RDJ/fonts/fontawesome-webfont.svg?v=4.7.0	D:/RDJ_Prototype/RDJ/www.rdjstartups.ie/fonts/fontawesome-webfont3e6e.svg	(from ../static/RDJ/css/application.css?v=1.2)
14:46:52	43/43	---M--	200	added ('OK')	image/gif	etag:%22093db4bdf68ce1:0%22	../static/RDJ/assets/fancybox/blank.gif	D:/RDJ_Prototype/RDJ/www.rdjstartups.ie/assets/fancybox/blank.gif	(from ../static/RDJ/css/application.css?v=1.2)
14:46:52	1362/1362	---M--	200	added ('OK')	image/png	etag:%22093db4bdf68ce1:0%22	../static/RDJ/assets/fancybox/fancybox_sprite.png	D:/RDJ_Prototype/RDJ/www.rdjstartups.ie/assets/fancybox/fancybox_sprite.png	(from ../static/RDJ/css/application.css?v=1.2)
14:46:53	6567/6567	---M--	200	added ('OK')	image/gif	etag:%22093db4bdf68ce1:0%22	../static/RDJ/assets/fancybox/fancybox_loading.gif	D:/RDJ_Prototype/RDJ/www.rdjstartups.ie/assets/fancybox/fancybox_loading.gif	(from ../static/RDJ/css/application.css?v=1.2)
14:46:54	1003/1003	---M--	200	added ('OK')	image/png	etag:%22093db4bdf68ce1:0%22	../static/RDJ/assets/fancybox/fancybox_overlay.png	D:/RDJ_Prototype/RDJ/www.rdjstartups.ie/assets/fancybox/fancybox_overlay.png	(from ../static/RDJ/css/application.css?v=1.2)
14:46:55	6553/6553	---M--	200	added ('OK')	image/png	etag:%22093db4bdf68ce1:0%22	../static/RDJ/assets/fancybox/fancybox_sprite@2x.png	D:/RDJ_Prototype/RDJ/www.rdjstartups.ie/assets/fancybox/fancybox_sprite@2x.png	(from ../static/RDJ/css/application.css?v=1.2)
14:46:57	13984/13984	---M--	200	added ('OK')	image/gif	etag:%22093db4bdf68ce1:0%22	../static/RDJ/assets/fancybox/fancybox_loading@2x.gif	D:/RDJ_Prototype/RDJ/www.rdjstartups.ie/assets/fancybox/fancybox_loading@2x.gif	(from ../static/RDJ/css/application.css?v=1.2)
14:46:58	4906/4906	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2029%20Sep%202017%2013:46:57%20GMT	../static/RDJ/assets/fancybox/fancybox_buttons.png	D:/RDJ_Prototype/RDJ/www.rdjstartups.ie/assets/fancybox/fancybox_buttons.4e.delayed	(from ../static/RDJ/css/application.css?v=1.2)
14:46:58	4872/4872	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2029%20Sep%202017%2013:46:57%20GMT	../static/RDJ/css/ajax-loader.gif	D:/RDJ_Prototype/RDJ/www.rdjstartups.ie/css/ajax-loader.4f.delayed	(from ../static/RDJ/css/application.css?v=1.2)
14:46:58	4872/4872	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2029%20Sep%202017%2013:46:57%20GMT	../static/RDJ/css/fonts/slick.eot	D:/RDJ_Prototype/RDJ/www.rdjstartups.ie/css/fonts/slick.50.delayed	(from ../static/RDJ/css/application.css?v=1.2)
14:46:58	4872/4872	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2029%20Sep%202017%2013:46:57%20GMT	../static/RDJ/css/fonts/slick.eot?	D:/RDJ_Prototype/RDJ/www.rdjstartups.ie/css/fonts/slick.51d41d.delayed	(from ../static/RDJ/css/application.css?v=1.2)
14:46:59	4874/4874	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2029%20Sep%202017%2013:46:59%20GMT	../static/RDJ/css/fonts/slick.woff	D:/RDJ_Prototype/RDJ/www.rdjstartups.ie/css/fonts/slick.52.delayed	(from ../static/RDJ/css/application.css?v=1.2)
14:46:59	4872/4872	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2029%20Sep%202017%2013:46:59%20GMT	../static/RDJ/css/fonts/slick.ttf	D:/RDJ_Prototype/RDJ/www.rdjstartups.ie/css/fonts/slick.53.delayed	(from ../static/RDJ/css/application.css?v=1.2)
14:46:59	4872/4872	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2029%20Sep%202017%2013:46:59%20GMT	../static/RDJ/css/fonts/slick.svg	D:/RDJ_Prototype/RDJ/www.rdjstartups.ie/css/fonts/slick.54.delayed	(from ../static/RDJ/css/application.css?v=1.2)
14:47:03	24637/24637	---M--	200	added ('OK')	image/png	etag:%22db6153242c3d21:0%22	../static/RDJ/images/layout/logo.png	D:/RDJ_Prototype/RDJ/www.rdjstartups.ie/images/layout/logo.png	(from ../static/RDJ/css/application.css?v=1.2)
14:47:07	21432/21432	---M--	200	added ('OK')	image/png	etag:%2296cf292685d4d21:0%22	../static/RDJ/images/layout/logo_small.png	D:/RDJ_Prototype/RDJ/www.rdjstartups.ie/images/layout/logo_small.png	(from ../static/RDJ/css/application.css?v=1.2)
14:47:08	4178/4178	---M--	200	added ('OK')	image/gif	etag:%22114dce3142c3d21:0%22	../static/RDJ/images/layout/ajax-loader.gif	D:/RDJ_Prototype/RDJ/www.rdjstartups.ie/images/layout/ajax-loader.gif	(from ../static/RDJ/css/application.css?v=1.2)
14:47:08	165548/165548	---M--	200	added ('OK')	application/octet-stream	etag:%22857be02e42c3d21:0%22	../static/RDJ/fonts/fontawesome-webfont.ttf?v=4.7.0	D:/RDJ_Prototype/RDJ/www.rdjstartups.ie/fonts/fontawesome-webfont3e6e.ttf	(from ../static/RDJ/css/application.css?v=1.2)
14:47:08	1033/1033	---M--	200	added ('OK')	image/png	etag:%22c31ae63142c3d21:0%22	../static/RDJ/images/layout/arrow-prev.png	D:/RDJ_Prototype/RDJ/www.rdjstartups.ie/images/layout/arrow-prev.png	(from ../static/RDJ/css/application.css?v=1.2)
14:47:08	1086/1086	---M--	200	added ('OK')	image/png	etag:%2274d2d73142c3d21:0%22	../static/RDJ/images/layout/arrow-next.png	D:/RDJ_Prototype/RDJ/www.rdjstartups.ie/images/layout/arrow-next.png	(from ../static/RDJ/css/application.css?v=1.2)
14:47:14	35563/35563	---M--	200	added ('OK')	image/png	etag:%228da1c3242c3d21:0%22	../static/RDJ/images/layout/logo_big.png	D:/RDJ_Prototype/RDJ/www.rdjstartups.ie/images/layout/logo_big.png	(from ../static/RDJ/css/application.css?v=1.2)
14:47:14	4908/4908	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2029%20Sep%202017%2013:47:14%20GMT	../static/RDJ/images/layout/services/fig__white.png	D:/RDJ_Prototype/RDJ/www.rdjstartups.ie/images/layout/services/fig__white.5c.delayed	(from ../static/RDJ/cookie-policy)
14:47:26	68026/68026	---M--	200	added ('OK')	image/jpeg	etag:%2245183d3142c3d21:0%22	../static/RDJ/contentFiles/innerpageBanners/imgBanner1.jpg	D:/RDJ_Prototype/RDJ/www.rdjstartups.ie/contentFiles/innerpageBanners/imgBanner1.jpg	(from ../static/RDJ/cookie-policy)
14:47:47	235469/235469	---M--	200	added ('OK')	image/jpeg	etag:%2211d74e3242c3d21:0%22	../static/RDJ/images/layout/team_bg.jpg	D:/RDJ_Prototype/RDJ/www.rdjstartups.ie/images/layout/team_bg.jpg	(from ../static/RDJ/css/application.css?v=1.2)
14:47:59	203022/203022	---M--	200	added ('OK')	image/jpeg	etag:%22bb39d43bf4d21:0%22	../static/RDJ/contentFiles/innerpageBanners/1499093235049_170622-RDJ-0051.jpg	D:/RDJ_Prototype/RDJ/www.rdjstartups.ie/contentFiles/innerpageBanners/1499093235049_170622-RDJ-0051.jpg	(from ../static/RDJ/our-approach)
